"text","quotes","is.retweet","external.link","pictures","videos","gifs","multimedial_content","user.image","user.bio","user.website","user.tweets","user.following","user.media","engagement.rate","n_hashtags"
"The #future that is now #Guaranteed as global #war breaks out for Drinkable #water & Breathable #air & #soil able to grow #food in... Created by the #COP28UAE leadership... Not a Joke. This is #Reality coming within two years. Already has started, here, over Soil to Grow Food...",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,155721,4992,19394,-6.11993105148028,9
"Winter Menu: Pincode by @ChefKunalKapur at Dubai Hills Mall.  #Winter #Pincode #ChefKunalKapur #Dubai #UAE #DXB #DubaiHillsMall #winterfood #food #desi",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,14965,77,2424,-5.00170666335195,10
"#secretplot that was exposed by me , the person they secretly tried to #kill through my #food #(jealousy)🤣🤣🤣 https://photos.app.goo.gl/1Bsz2cBK7kjxAhQ96",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,6186,1044,936,-3.94158180766969,3
"Are you looking for a gift idea? You should send some delicious #chocolatecoveredstrawberries!  Visit DippedFresh.com and we also deliver! 🙂❤️  #strawberries #strawberry #chocolate #food #yummy #dessert #fruit #foodporn #delicious #cake #chocolatecoveredstrawberries",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1191,1874,1070,-5.23821344247833,12
"La novità di #Natale : arrivano i #panettoni dei #pizzaioli. Ecco come e dove comprarli https://www.italiaatavola.net//attualita-mercato/2023/12/13/novita-natale-panettoni-pizzaioli-come-dove-comprarli/101622/ #food",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,22918,303,996,-7.18235211188526,4
"A Sneak Peek Into Our Home Chef's Culinary (SR Foods)  Explore our Home Chef's kitchen magic! 🍲👩‍🍳 Unveil favorite recipes, Cookr's impact, and join the Culinary Adventure! 📷 Follow Cookr for more!  #Homefood #Food #homemade #Indianfood #HealthyFood #Foodies",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,57,3,18,-5.36129216570943,6
"#XAUUSD gains traction above $2,000 as dovish #Fed  comments weaken #US #Dollar #goldprices holds positive ground around $2,020 after the key US event. The annual #Producer #Price #Index  (#PPI ) ex #Food & #energy arrived at 2.2% YoY vs. 2.3% prior.",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,406,2653,282,-6.10702288774225,11
"Explore a fusion of flavors as festive as delicious with our 𝐓𝐫𝐢𝐨 #𝐒𝐮𝐜𝐡𝐢 𝐂𝐚𝐤𝐞 🍣🎄  #festiveseason #christmas #newyear #feast #feastagram #tistheseason #festivedining #socratecatering #christmasfood #ChristmasDinner #holidaytreats #lebanon #catering #food",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3241,51,280,-4.72738781871234,15
"#JiangxiFood: This winter, feast your taste buds and tummy with all kinds of mouthwatering foods in Fairy Lake Scenic spot! 😋🍖🍲  #江西 #Jiangxi #WinterVibes #food",2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1998,160,1830,-9.07192851782164,5
"Un italiano su tre regalerà prodotti enogastronomici a Natale #regalomatale #foodshop #cibopernatale https://www.italiaatavola.net//flash/attualita-mercato/2023/12/13/italiano-su-tre-regalera-prodotti-enogastronomici-a-natale/101639/ #food",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,22918,303,996,-6.48920493132532,4
"Paris Olympics aims to be 60% meat-free  #프랑스 #올림픽 #2024_파리_올림픽 #채식 #Paris #2024_Paris_Olympics #Olympics #Food #Arirang_News #아리랑뉴스",1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,42544,10,42282,-8.51512438624713,10
"REMINDER! Our special MADE IN SPADE event is on today from 12.30pm to 2.30pm. It’s a celebration of our SPADE food producers and an opportunity to buy some great gifts! Drop in and pick up some festive treats!  #Spade #MadeInSpade #Christmas #ChristmasMarket #food #FoodMarket",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,565,361,247,-4.78749174278205,6
"I migliori #panettoniartigianali del Natale 2023 https://www.ilgiornaledelcibo.it/panettoni-artigianali-natale-2023/ #food #dolcenatale",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,22918,303,996,-6.48920493132532,3
"#Elderly #Nutrition and #Packaged #Food Market size was valued at USD 18.25 Billion in 2022 and the total Elderly Nutrition and Packaged Food revenue is expected to grow at a CAGR of 7.8% from 2023 to 2029, reaching nearly USD 30.87 Billion. More Info:tinyurl.com/4s4vryfr",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,316,0,290,-1.09861228866811,4
"5 Exercise benefits. . . #exercise #fitness #health #healthyfood #food #dietfood #love #instagood #like #photography #motivation #motivationalquotes #inspiration #surat #suratcity #suratfood #suratphotoclub #sunofcitysurat #sürat #wearehiring #india #trending #photooftheday",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,222,1,222,-0.451985123743057,23
"How I adore Italian beauty 🪻🌷😍 #italian #italy #italia #italianfood #food #pasta #love #pizza #picoftheday #like #instafood #fashion #italianstyle #travel #delicious #photooftheday #foodphotography #follow #foodstagram #dinner #foodblogger",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,10386,437,462,-2.28819635554195,21
"giữ VSATTP mọi lúc mọi noi nhé cả nhà #animal #planet #mastermeats #globalinvestors #life #food #monkey #monkeyisland #foryou #fyp #xh #viral",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,137,2,122,0.405465108108164,12
"Buttermilk Fried Chicken #Food #Foodporn #Foodie",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1559,1244,1241,-4.42167146602112,3
"ವೆಜಿಟೇಬಲ್ಸ್‌ ಹೆಲ್ದೀ ನಿಜ, ಆದ್ರೆ ಕೆಲವೊಂದು ತರಕಾರಿ ತೂಕ ಹೆಚ್ಚಳಕ್ಕೂ ಕಾರಣವಾಗುತ್ತೆ! #food #healthy #vegetables #weightloss #weightlosstips #bestvegetables #healthyvegetables #weightlossfoods https://kannada.asianetnews.com/gallery/food/weight-loss-tips-best-and-worst-vegetables-for-weight-loss-vin-s5n9b2",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,325450,913,59035,-11.1992689587462,8
"Nuestra amiga @kuarzo24 nos comparte en @HiveFoodCm una rica y saludable forma de comer pizza, puedes verla aquí👇 #hive #food #recipe https://ecency.com/hive-100067/@kristal24/eng-esp-i-teach-you-how-to-prepare-a-healthy-and-nutritious-keto-pizza",0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,829,81,18,-2.04307389750896,3
"https://web.appics.com/s/p/appics-v1-appics-im-391337-f989aEa42F Posted with the APPICS app - join the next generation social media on appics.com #appicsfoodie #Desserts #Challenge #appics #icecream #Strawberry #Foodie #Food #sweet",0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,14665,4528,246,-6.04478986644281,9
"Let me give you an option if you like your billings,loads,deliveries in safe hands go ahead and used our toktok go platform. Then click on the link: toktok.ph/delivery/111179930… #jc #hof #ichoosejc #teambig4 #superfood #food #toktok #toktokdelivery #franchisrsuccess",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,924,184,721,-2.23359222150709,9
"The holiday season is here! I have put together the Ultimate Gift Guide for Foodies this holiday to help  you choose the best gifts to give your foodie friends and family! #Foodie #giftguide #food #holidays https://www.hezzi-dsbooksandcooks.com/the-best-gifts-for-foodies/",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,193288,2306,14150,-7.18037447375687,4
"#Increasing frozen #food #temperature by 3°C could enhance #global #food #chain sustainability Read more: tinyurl.com/324em53b  submit your paper on: tinyurl.com/ypdyeuxj #jety #manuscript #reseach #Food #Chain",1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,310,288,232,-2.53897387105828,11
"Nok-jhok ke swaad ko manaiye, Catch ke saath #KyunkiKhanaSirfKhanaNahiHota #CatchFoods #IndianFood #Cooking #Craving #Food #Family #Care #Love #Relationship #KhanaYaadHai",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2170,1,1840,-7.652355741131,11
"#Food Healthier #Honey #Cookies with #Lavender and Whole #Wheat (no Added Sugars) #sugarfree https://sortu2.pro/0de076b2126",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,384,21,15,-3.36729582998647,6
"#Food Healthier #Honey #Cookies with #Lavender and Whole #Wheat (no Added Sugars) #sugarfree https://sortu2.pro/0de076b2126",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,10250,202,1240,-8.4471998195957,6
"#Food Healthier #Honey #Cookies with #Lavender and Whole #Wheat (no Added Sugars) #sugarfree https://sortu2.pro/0de076b2126",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,29104,180,1029,-6.49828214947643,6
"Nature has a sound that I love and makes me happy 😄🍃#italian #italy #italia #italianfood #food #pasta #love #pizza #picoftheday #like #instafood #fashion #italianstyle #travel #delicious #photooftheday #foodphotography #follow #foodstagram #dinner #foodblogger",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,10386,437,462,-2.62466859216316,21
"The agriculture sector holds great potential for our shared economic future.  Fruitful 😉discussion with @CPGroup_Live, 🇹🇭’s largest single buyer of 🇦🇺 food and fibre, on opportunities to further two-way trade in the #agriculture & #food sector b/w 🇦🇺 & 🇹🇭.",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3942,497,2232,-8.14690215831573,2
"When you use the last bit of blackberry rhubarb jam.. but then realise you have 12 other jars in the pantry 😄 #food #allotment #gardening",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,16637,10250,3706,-4.83379124563903,3
"#DolciNatale napoletani: 10 sfiziosità da provare per le Feste! non solo @panettone e #pandoro https://www.ilgiornaledelcibo.it/dolci-natale-napoletani/ #food",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,22918,303,996,-6.48920493132532,3
"#homemade #foodporn #Foodie #foodlover #foodpics #food #breakfast #Grateful 💕",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,64,54,59,-1.87180217690159,8
"#italian #italy #italia #italianfood #food #pasta #love #pizza #picoftheday #like #instafood #fashion #italianstyle #travel #delicious #photooftheday #foodphotography #follow #foodstagram #dinner #foodblogger   الصباح مبعث للتفاؤل وولادة للأمل من جديد🌷",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,10386,437,462,-2.36230432769567,21
"Variety of Packed food delivery at different locations in India📷 For More Information Call On- 8743004751, 8743004758 #packedfood #tourandtravel #food #Foodindustry #TravelKhana #trains #airportfood #miceevents #foodservice #foodserviceindustry #trend",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,9084,38,5430,-6.72062216519096,11
"🍕 L’Antica Pizzeria Da Michele apre una sede nel #Metaverso e lancia una serie di #NFT che proiettano il mondo della pizza nell’universo virtuale  >>> https://t.me/GioDiT/2431 <<< In diretta dal canale #Telegram #GioDiT #innovation #socialmedia #digitale #food #pizza #travel",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,157851,8428,4073,-5.54055942603262,10
"Chilaquiles, great breakfast,  #SaturdayThoughts #Food #Cooking #breakfast",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,17954,1745,615,-4.06373593374346,4
"A hotel gets its reputation just for its brand value, food or hospitality. Its professional and welcoming staff adds to its good name.  This has been proven by our staff time and again and we at Dolphin Hotels are proud of it.  #review #reviews #feedback #happycustomer #food",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1245,75,1238,-4.87519732320115,5
"#story “Pongo” and “Pani-Puri” 👇  https://link.medium.com/ZubtXmv3vFb #humor #romance #food #pongo #panipuri #golgappa #dating #relationships #marriage #veteran #vikram #karve #vikramkarve #pune #writer #blogger #influencer #foodie #online #fiction #writing #reading #blog #WritingCommunity",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,104184,4039,6549,-8.44397712908498,25
"[Homemade] Steak  homecookingvsfastfood.com #homecooking #food #recipes #foodie #foodlover #cooking #homecookingvsfastfood",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,16213,549,15698,-5.41096725009267,7
"തൈരിനോടൊപ്പം ഈ ഭക്ഷണങ്ങൾ കഴിക്കുന്നത് ഒഴിവാക്കൂ #Food #Curd #TheFourthNews https://www.thefourthnews.in/ampstories/well-being/lifestyle/avoid-these-food-with-curd",0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,25295,0,6229,-5.99146454710798,3
"Food photography is ever present in our society. From billboard advertising to culinary magazines and, let's not forget, Instagram.#foodphotography #foodporn #food #foodie #foodstagram #foodblogger #instafood #foodlover #yummy #delicious",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,172,116,172,-2.19722457733622,10
"ทำไมอาหารแบบเดียวกัน บางร้านอร่อย บางร้านแค่พอกินได้ ความลับมันอยู่ที่ขั้นตอนการทำที่ฝึกฝนมาอย่างยาวนานหรือเปล่า    Hidden Gem วันพฤหัสบดี  20.00 น.  ช่อง AFN หมายเลข 356     #AsianFoodNetwork #TrueVisions #Entertainment #HiddenGem #Food #Recipe",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,44426,0,34069,-9.85566192305352,6
"Discover the art of baking with our delectable treats...!!  Made with love ❤️and sprinkles!!!  ⁠ #foodie #food #foodporn #instafood #foodphotography #foodstagram #foodblogger #yummy #foodlover #delicious #foodgasm #instagood #foodies #homemade #healthyfood #tasty #foodpics",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,903,76,487,-1.65292302437384,17
"Chocolate Mousse Cake😋😋😋💖👌   #Amazing #delicious #delicious #delicioso #Foodie #Excellent #Food #healthy #Trending #chocolate #cakes #desserts ✨👌     FOLLOW ME",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30895,797,7954,-5.1163290875442,12
"Made in Switzerland 🇨🇭 Oder👉 https://swissherbs.com/ #smallbusiness #business #experience #love #share #europe #like #Dubai #swisslife #saudi #caffe #barista #expo #Hair #Shampoo #Weight #loss #diet #helth #sport #fitnes #body #fat #distributor #sale #online #food #Vitamins",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,138,42,28,-2.63905732961526,28
"#sobatlppom, 41 Perusahaan Logistik Telah Halal, ASSA Logistik Salah Satunya, https://halalmui.org/41-perusahaan-logistik-telah-halal/ . #news #logistik #sertifikasihalal #lph #lppommui #info #update #beritahalal #kamuharustau #food #uujph #halalindonesia #assa",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,7373,149,2988,-8.02535286756133,14
"#Food Ree Drummond's Layered #Tiramisu #Cake | The Pioneer Woman | Food Network #cakes #提拉米蘇 https://sortu2.pro/0de076b2125",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,29104,180,1029,-6.49828214947643,5
"#Food Ree Drummond's Layered #Tiramisu #Cake | The Pioneer Woman | Food Network #cakes #提拉米蘇 https://sortu2.pro/0de076b2125",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,384,21,15,-2.67414864942653,5
"#Food Ree Drummond's Layered #Tiramisu #Cake | The Pioneer Woman | Food Network #cakes #提拉米蘇 https://sortu2.pro/0de076b2125",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,10250,202,1240,-7.75405263903576,5
"#italian #italy #italia #italianfood #food #pasta #love #pizza #picoftheday #like #instafood #fashion #italianstyle #travel #delicious #photooftheday #foodphotography #follow #foodstagram #dinner #foodblogger Good morning and morning beauty of nature🍃🪻🌷😍",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,10386,437,462,-2.36230432769567,21
"Cooking healthy food is good time pass.......  #ManushiChhillar #Food #Foodies #healthy",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1784,165,177,-4.32413265625498,4
"A wonderful event organized by amazing Parent Council! Thank you parent volunteers, staff, student helpers for making the Perfect Fit Frosty Fest such a huge success! #ClothingDrive #Food #FamilySocial #Games #PrizesRaffle @SaraGogani @NeethanShan @LC3_TDSB @tdsb @MrsSharonLin",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2173,96,245,-4.0842942263686,5
"#Carso & #Food  Sei triste?  Mangia jota!!!  Questa xe special.  :-)  @DiscoverTrieste @FVGlive @laLUNAmontagne @Ipocontro @Amfortas @stregapoeta @patrizia_fonda @superfonda @A__Martinello @marco_cimo @mariacr28250504 @Mario16604832 @giutonut @lucioulian @LivioMetton @gmdb",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,11851,850,3518,-3.16372400479312,2
"Jaldi jaldi registration kr lo Ye session aap logo ke liye hi hai  #pibochai #chaipecharcha #event #prayagraj #education #bhagwatgeeta #yoga #traveling #food #instagood #chai",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,297,2,164,-0.133531392624523,11
"Valuable feedback by Avinash ji  #lucknow #lucknowfood #awadhicuisine #food",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,231,47,173,-2.70805020110221,4
"RELISH THE AUTHENTIC CHINESE FLAVOUR 🍜🍜🍜🍜🍜🍜 Hakka Noodles 🤤🤤🤤🤤🤤🤤🤤 . THE VILLAGE OF ANGEETHEE. RESTAURANT & BANQUET💐 . ✅ Order Now #thevillageofangeethee #mushroommater #resturants #banarsai #food #banquette#thevillageofangeethee #angeethee #restaurant #banquet",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,104,73,103,-2.39789527279837,10
"Composite Strap India Pvt Ltd - Setting benchmarks in cargo packaging. Take cargo protection to the next level with us.   compositestrap.in #compositestrap #container #lashing #TWISTEDYarns #airdunnage #Airbag #Chemicals #Food #Pharma #Petrochemicals #Machineries #Beverages",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,130,1,130,-2.19722457733622,12
"'Groundbreaking' Legal Action Demands #EPA Finally Ban Glyphosate. ""EPA lacks a legal human #health assessment of #glyphosate to support its current use,"" said a lawyer for the Center for #Food Safety. https://commondreams.us8.list-manage.com/track/click?u=d2541b6e3f9f2182b8be74d8f&id=70b15124bc&e=1a6ecbcfcd",0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,216779,5391,293,-6.17586727010576,4
"slim-ent.com #WeTheNorth ✨@NASA #Success #Happiness #Faith #Gratitude #Food #Fitness #FinancialFreedom #HealthandWellness #Fashion #Entrepreneur #Wealth #Nutrition #LuxuryLifestyle #Nature #USA #MobileApps #Travel #SideHustle #RealEstate #Toronto #WebDesign #Canada #International #Giving #UnitedKingdom #Cars #startups",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,664432,2483,329357,-7.65342192495152,28
"https://www.energymealplans.com/blogs/budget-friendly-monthly-meal-plans-for-expats-in-dubai #mealplan #mealprep #weightloss #healthyfood #fitness #healthylifestyle #diet #mealplanning #nutrition #healthyeating #food #healthy #weightlossjourney #foodie #eatclean #mealprepping #health #mealprepideas #dietplan #lowcarb #healthyliving #workout",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,426,18,5,-2.39789527279837,22
"https://www.energymealplans.com/blogs/budget-friendly-monthly-meal-plans-for-expats-in-dubai #mealplan #mealprep #weightloss #healthyfood #fitness #healthylifestyle #diet #mealplanning #nutrition #healthyeating #food #healthy #weightlossjourney #foodie #eatclean #mealprepping #health #mealprepideas #dietplan #lowcarb #healthyliving #workout",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,861,1000,97,-6.31354804627709,22
"https://www.energymealplans.com/blogs/budget-friendly-monthly-meal-plans-for-expats-in-dubai #mealplan #mealprep #weightloss #healthyfood #fitness #healthylifestyle #diet #mealplanning #nutrition #healthyeating #food #healthy #weightlossjourney #foodie #eatclean #mealprepping #health #mealprepideas #dietplan #lowcarb #healthyliving #workout",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,7222,2207,167,-7.29573507274928,22
"Welcome to a culinary adventure for a healthier liver! 🍽️ Explore 13 incredible foods that nourish your liver. Visit now :- https://bit.ly/46XhWRd . #healthy #healthylifestyle #foodhealthy #food #foodie #vegan #vegetarian #foodnews",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,376,28,327,-2.94443897916644,8
"Chef's POV- Sab le chalo kya pata kab khana pakana padh jaaye . . . #ranveerbrar #chef #food #travel #travelling #cooking #favourite",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,16701,214,8701,-9.92619270944653,7
"غذائیت کے اعتبار سے وائٹ رائس اور براؤن رائس میں سے کونسے چاول نسبتاً زیادہ بہتر ہیں اور یہ جسم میں کن غذائی ضروریات کو پورا کرتے ہیں ؟ جانیے اس ویڈیو میں۔۔  #PFA #food #hygiene #nutritiontips #awareness @CS_Punjab",0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7923,53,2628,-4.89551762211905,5
"تقریبات میں لذیز کھانے فراہم کرنیوالے پکوان سنٹرز پنجاب فوڈ اتھارٹی کے ریڈار پر! صوبہ بھر سے 1 ہزار پکوان سنٹرز کا معائنہ، قوانین و ضوابط کی خلاف ورزی پر 5 سنٹرز بند جبکہ 679 کو اصلاحی ہدایات جاری۔  https://pfa.gop.pk/ #PFA #foodsafety #food #hygiene #regulations @CS_Punjab",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,7923,53,2628,-4.89551762211905,5
"طلباء کو محفوظ و معیاری خوراک کی فراہمی پنجاب فوڈ اتھارٹی کی اولین ترجیح صوبہ بھر سے 67 یونیورسٹیوں کے ہاسٹلز، کیفے اور کینٹینز سمیت 197 فوڈ پوائنٹس کا معائنہ، ایک ہفتے میں تمام پوائنٹس کو معیار بہتر بنانے کی ہدایت #PFA #foodsafety #regulation #food #hygiene #awareness @CS_Punjab",2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7923,53,2628,-4.28692782958717,6
"Pre order our Christmas goodies 🤩 #christmas #food",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,8594,2444,3706,-6.6597211788228,2
"NO NEED TO COOK THURSDAYS Buy 1 #pizza Get 1 free!  #pizza #food #foodporn #pizzalover #foodie #pizzatime #instafood #italianfood #delivery #pizzalovers #pizzeria #foodblogger #foodphotography #foodlover #yummy #foodstagram #delicious #pizzaria #instagood #love #restaurants",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3174,2743,2375,-5.95799393704638,22
"Hygiene & Quality Preserved With Ever Dish Served!!  #food #foodporn #foodie #instafood #foodphotography #foodstagram #yummy #foodblogger #foodlover #instagood #love #delicious #follow #like #healthyfood #homemade #dinner #foodgasm #tasty #photooftheday #foodies #restaurant",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,30,149,30,-1.09861228866811,22
"Elevate Your Comfort with the Ultimate Cream of Broccoli Soup  https://www.mightyworldblogs.com/2023/12/cream-of-broccoli-soup.html?m=1 #broccolisoup #broccoli #soup #broccolisalad #broccolicheddarsoup #food #broccolifest #broccolini #foodie #healthyfood #broccolisprouts #broccolicity #broccolirecipes #broccolirabe",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,375,42,237,-1.94591014905531,14
"Testo - Restaurant Caffe WordPress Theme https://stylelib.org/testo-restaurant-caffe-wordpress-theme/ #burger #caffe #chill #delivery #hangout #jthemes #reserve #takeaway #themeforest #wordpress #booking #food #shop #hotel #pizza #restaurant #retail #sushi #store",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,99719,0,48672,-5.66642668811243,19
"Firmanızın tanıtımı için harcadığını zaman ve naktin doğru kullanımı çok önemlidir. Bloglarımızı kontrol edebilirsiniz.  mirbax.com #mirbax #denizli #webtasarım #website #travel #software #nature #turkey #food #moda  Blog Yazımız: https://www.mirbax.com/hizmet-detay/web-tasarim-denizli",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,64,47,45,0.22314355131421,10
"Uživaj u čistom espressu ili ga obogati mlijekom! ☕ kauf.land/digitalni-katalog #kaufland #kauflandhrvatska #kauflandhr #katalog #catalog #leaflet #food #foodie #hrana #namirnice #kfavourites #kava #coffee #coffeelover #digitalnikatalog #supercijene #kvaliteta #quality #espresso",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1034,5,985,-2.19722457733622,19
"[OC] My boyfriend is lactose intolerant, so I made him a dairy-free Chick-fil-A sandwich and waffle fries. #Food #Foodporn #Foodie",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1559,1244,1241,-5.46312534084928,3
"Some 2 billion people globally suffer from micronutrient deficiencies and related adverse health impacts—a figure likely to grow as rising CO2 levels decrease the nutrient content of important #food crops. Learn how ➡️ https://bit.ly/3RmPcgp #COP28 #RTIDifference #RTIforClimate",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,9923,1327,2420,-7.75801304025185,4
"メロンの栄養は？  上品な甘さと香りにジューシィな食感で、高級品として知られるメロン。 種類も多く果肉の色から、赤/緑/白肉と分類されますね。 水溶性食物繊維のペクチンに、ビタミンB6/Cやカリウムも豊富です。 さらに緊張緩和で知られるGABAや、赤肉には特にβ‐カロテンが含まれますょ♪ #food",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2818,633,1629,-3.98058567686544,1
"Bun roti gebu, silap-silap ada muka korg dkt situ 😝  #RCPeopleAreFunny #Ai #imagecreator #viral #fyp #trending #bun #roti #kelakar #foodie #food #makanan",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,9850,42,9242,-6.06145691892802,12
